product_category_name_english,order_purchase_year_month,customer_state,order_count,price
bed_bath_table,8,SP,382,37351.69000000008
books_general_interest,10,PE,1,119.5
books_general_interest,1,SP,2,234.89
books_general_interest,2,RJ,3,257.31
books_general_interest,3,ES,5,604.1
books_general_interest,4,SP,4,262.7
books_general_interest,5,SP,6,482.09999999999997
books_general_interest,6,RS,4,429.70000000000005
books_general_interest,7,SP,5,361.5
books_general_interest,8,SP,15,1161.51
books_general_interest,9,SP,9,578.64
books_general_interest,10,MG,6,263.8
books_general_interest,11,SP,19,1326.68
books_general_interest,12,SP,10,658.0
books_general_interest,1,RN,12,408.0
books_general_interest,2,SP,14,722.55
books_general_interest,3,SP,20,922.24
books_general_interest,4,SP,17,2733.23
books_general_interest,5,SP,26,2729.1800000000007
books_general_interest,6,SP,20,2419.7100000000005
books_general_interest,7,SP,13,2213.76
books_general_interest,8,SP,26,1163.33
books_imported,2,MG,1,99.0
books_imported,4,MG,1,19.99
books_imported,6,MG,2,99.0
books_imported,8,SP,1,61.0
books_imported,9,SP,4,290.0
books_imported,11,SP,2,170.0
books_imported,12,BA,1,77.0
books_imported,1,SP,4,436.0
books_imported,2,SP,3,325.0
books_imported,3,SP,3,259.0
books_imported,4,SP,4,317.99
books_imported,5,RJ,2,212.0
books_imported,6,SP,3,143.76999999999998
books_imported,7,SP,5,227.81
books_imported,8,MA,1,749.0
books_technical,10,SP,1,267.0
books_technical,2,SP,1,159.0
books_technical,3,SP,1,45.0
books_technical,4,SP,1,75.0
books_technical,5,TO,1,148.6
books_technical,6,MG,1,80.0
books_technical,7,PR,1,329.0
books_technical,8,SP,6,675.9
books_technical,9,SP,2,414.35
books_technical,10,RJ,1,269.0
books_technical,11,DF,2,343.0
books_technical,12,SP,1,274.95
books_technical,1,ES,2,418.95
books_technical,2,SC,4,412.69
books_technical,3,SP,4,363.81999999999994
books_technical,4,PR,3,363.95
books_technical,5,SP,23,1418.6200000000001
books_technical,6,SP,12,721.5600000000001
books_technical,7,SP,12,703.71
books_technical,8,SP,19,874.69
cds_dvds_musicals,7,RJ,2,90.0
cds_dvds_musicals,8,RS,2,90.0
cds_dvds_musicals,10,RS,1,45.0
cds_dvds_musicals,11,SP,3,195.0
cds_dvds_musicals,12,SP,1,65.0
cds_dvds_musicals,4,MA,1,65.0
christmas_supplies,4,RO,1,69.0
christmas_supplies,6,RJ,1,124.9
christmas_supplies,7,SP,1,58.9
christmas_supplies,8,BA,1,58.9
christmas_supplies,9,DF,2,117.8
christmas_supplies,10,SP,8,135.52
christmas_supplies,11,MG,6,440.95
christmas_supplies,12,SP,5,210.89000000000001
christmas_supplies,1,RS,3,269.9
christmas_supplies,2,PA,6,701.4
christmas_supplies,3,SP,5,237.05
christmas_supplies,4,BA,4,103.42000000000002
christmas_supplies,5,MG,1,239.8
christmas_supplies,6,MG,1,79.0
christmas_supplies,7,SP,6,397.87999999999994
christmas_supplies,8,BA,1,295.0
cine_photo,2,MG,1,59.0
cine_photo,4,SC,1,59.0
cine_photo,5,RJ,1,59.0
cine_photo,6,SP,1,79.0
cine_photo,9,SP,1,69.0
cine_photo,10,MG,1,69.0
cine_photo,11,RJ,1,242.0
cine_photo,1,SP,2,199.98
cine_photo,2,BA,1,130.0
cine_photo,3,PA,2,199.9
cine_photo,4,RS,3,371.99
cine_photo,5,SC,1,873.99
cine_photo,6,SP,6,245.15000000000003
cine_photo,7,MT,1,675.99
cine_photo,8,SP,6,371.58
computers,1,RS,1,2199.99
computers,2,DF,1,3549.0
computers,8,SP,8,9300.0
computers,9,SP,18,24049.360000000004
computers,10,RJ,6,10413.97
computers,11,MG,3,4311.0
computers,12,BA,8,6274.0
computers,1,RJ,3,1797.0
computers,4,SP,6,6896.969999999999
computers,5,SP,10,6839.949999999999
computers,6,BA,7,5230.0
computers,7,ES,1,6729.0
computers,8,SP,5,4199.0
computers_accessories,10,MG,7,449.89
computers_accessories,1,RS,2,2019.9
computers_accessories,2,DF,1,3699.99
computers_accessories,3,SP,66,9666.429999999993
computers_accessories,4,SP,55,8721.549999999997
computers_accessories,5,SP,118,13234.719999999985
computers_accessories,6,SP,91,12938.47999999999
computers_accessories,7,RJ,58,10860.12999999999
computers_accessories,8,SP,162,17174.28999999999
computers_accessories,9,SP,89,10024.719999999992
computers_accessories,10,SP,123,13796.389999999978
computers_accessories,11,SP,186,23107.45000000001
computers_accessories,12,SP,106,14311.059999999992
computers_accessories,1,SP,298,34282.53000000007
computers_accessories,2,SP,378,39973.28000000012
computers_accessories,3,SP,315,36266.82000000008
computers_accessories,4,SP,256,27738.490000000045
computers_accessories,5,SP,198,20949.25000000002
computers_accessories,6,SP,177,17978.979999999985
computers_accessories,7,SP,180,17424.399999999987
computers_accessories,8,SP,199,17394.37999999998
consoles_games,10,SP,4,1187.38
consoles_games,1,SP,9,2885.26
consoles_games,2,MG,5,1431.1
consoles_games,3,SP,20,4378.320000000001
consoles_games,4,SP,9,2159.37
consoles_games,5,SP,16,1443.4399999999998
consoles_games,6,RJ,8,1854.35
consoles_games,7,SP,20,2307.2100000000005
consoles_games,8,SP,36,4106.020000000001
consoles_games,9,SP,24,3077.76
consoles_games,10,SP,54,4674.820000000001
consoles_games,11,SP,56,5225.989999999998
consoles_games,12,SP,50,4539.06
consoles_games,1,SP,27,2841.9800000000005
consoles_games,2,SP,26,4521.24
consoles_games,3,MG,12,5484.619999999999
consoles_games,4,SP,22,3018.7199999999993
consoles_games,5,SP,20,3760.129999999999
consoles_games,6,SP,19,4541.329999999999
consoles_games,7,SP,18,3051.9500000000003
consoles_games,8,SP,28,2044.4300000000003
construction_tools_construction,1,MG,1,310.0
construction_tools_construction,2,MG,1,149.9
construction_tools_construction,3,SP,3,463.4
construction_tools_construction,5,CE,1,99.99
construction_tools_construction,6,RJ,4,216.69
construction_tools_construction,7,RS,2,199.98
construction_tools_construction,8,CE,2,444.38
construction_tools_construction,9,SP,4,618.7
construction_tools_construction,10,SP,9,837.8
construction_tools_construction,11,MG,10,1569.9099999999999
construction_tools_construction,12,MG,3,1932.35
construction_tools_construction,1,SP,23,3345.9800000000005
construction_tools_construction,2,SP,28,2967.3999999999996
construction_tools_construction,3,SP,34,5587.910000000002
construction_tools_construction,4,SP,47,4957.909999999999
construction_tools_construction,5,SP,59,10385.259999999998
construction_tools_construction,6,SP,51,10013.929999999997
construction_tools_construction,7,SP,47,5781.12
construction_tools_construction,8,SP,96,14326.699999999988
construction_tools_lights,7,GO,1,360.0
construction_tools_lights,8,RJ,1,360.0
construction_tools_lights,9,SP,1,229.0
construction_tools_lights,10,MA,1,250.0
construction_tools_lights,11,MG,3,750.0
construction_tools_lights,12,RJ,1,88.0
construction_tools_lights,1,SP,7,2392.99
construction_tools_lights,2,SP,7,667.95
construction_tools_lights,3,SP,4,1094.0
construction_tools_lights,4,SP,19,1789.99
construction_tools_lights,5,SP,20,2742.99
construction_tools_lights,6,SP,20,1375.8799999999999
construction_tools_lights,7,SP,27,3071.49
construction_tools_lights,8,SP,35,5019.870000000001
construction_tools_safety,2,RS,1,379.0
construction_tools_safety,3,PE,1,190.0
construction_tools_safety,8,BA,1,8.9
construction_tools_safety,9,SP,2,816.8399999999999
construction_tools_safety,10,SP,4,669.6999999999999
construction_tools_safety,11,SP,6,2102.49
construction_tools_safety,12,RJ,1,399.93
construction_tools_safety,1,MG,2,898.9
construction_tools_safety,2,MG,3,3318.8
construction_tools_safety,3,SP,9,3710.13
construction_tools_safety,4,SP,7,1201.01
construction_tools_safety,5,MS,1,2062.99
construction_tools_safety,6,SP,4,552.12
construction_tools_safety,7,MG,4,627.75
construction_tools_safety,8,SP,14,2026.23
cool_stuff,10,RS,1,399.0
cool_stuff,1,SP,9,1527.69
cool_stuff,2,SP,23,4740.450000000001
cool_stuff,3,SP,35,5609.559999999998
cool_stuff,4,SP,42,7357.469999999995
cool_stuff,5,SP,85,10323.369999999988
cool_stuff,6,SP,63,15115.48999999999
cool_stuff,7,SP,85,13401.589999999991
cool_stuff,8,SP,83,12305.909999999993
cool_stuff,9,SP,71,13096.40999999999
cool_stuff,10,SP,96,14368.439999999982
cool_stuff,11,SP,111,17977.449999999993
cool_stuff,12,SP,89,13238.35999999999
cool_stuff,1,SP,118,13911.23999999999
cool_stuff,2,SP,75,13353.479999999992
cool_stuff,3,SP,95,10785.539999999992
cool_stuff,4,SP,78,13048.459999999992
cool_stuff,5,SP,56,9665.439999999995
cool_stuff,6,SP,35,5821.039999999998
cool_stuff,7,SP,48,7362.049999999997
cool_stuff,8,SP,65,9900.149999999992
costruction_tools_garden,2,RJ,2,579.98
costruction_tools_garden,4,BA,1,589.9
costruction_tools_garden,5,PB,1,599.9
costruction_tools_garden,6,MG,2,199.8
costruction_tools_garden,7,SP,7,290.68
costruction_tools_garden,8,SP,5,821.6
costruction_tools_garden,9,SC,1,74.9
costruction_tools_garden,10,MG,3,563.9
costruction_tools_garden,11,BA,3,551.9000000000001
costruction_tools_garden,12,RJ,1,495.0
costruction_tools_garden,1,RJ,7,2109.89
costruction_tools_garden,2,SP,12,881.4799999999999
costruction_tools_garden,3,RJ,5,997.5
costruction_tools_garden,4,RJ,5,671.89
costruction_tools_garden,5,ES,1,385.0
costruction_tools_garden,6,SP,7,293.65000000000003
costruction_tools_garden,7,SP,13,817.13
costruction_tools_garden,8,CE,2,1500.8000000000002
costruction_tools_tools,4,SP,1,729.0
costruction_tools_tools,5,SP,2,803.9
costruction_tools_tools,9,SP,2,896.9
costruction_tools_tools,10,SP,2,758.9
costruction_tools_tools,11,RJ,1,149.9
costruction_tools_tools,12,SC,1,199.9
costruction_tools_tools,1,RJ,1,189.9
costruction_tools_tools,2,RS,2,618.0
costruction_tools_tools,3,MG,1,190.0
costruction_tools_tools,4,MG,4,417.0
costruction_tools_tools,5,SP,2,138.9
costruction_tools_tools,6,BA,1,250.0
costruction_tools_tools,7,SP,3,2221.2
costruction_tools_tools,8,SP,7,449.75
diapers_and_hygiene,10,RJ,1,134.9
diapers_and_hygiene,12,SP,2,76.0
diapers_and_hygiene,1,SP,5,125.0
diapers_and_hygiene,2,SP,4,100.0
diapers_and_hygiene,3,SP,5,125.0
diapers_and_hygiene,4,SP,3,112.0
diapers_and_hygiene,5,SP,2,74.0
diapers_and_hygiene,6,SP,4,141.0
diapers_and_hygiene,7,SP,3,102.8
diapers_and_hygiene,8,SP,3,231.89
drinks,3,SP,4,289.88
drinks,4,SP,1,109.99
drinks,5,PI,1,90.0
drinks,6,SP,1,49.99
drinks,7,RJ,1,173.99
drinks,8,RJ,1,109.9
drinks,9,SP,5,200.97
drinks,10,SP,5,255.49
drinks,11,SP,12,429.16
drinks,12,SP,21,891.94
drinks,1,SP,24,892.7
drinks,2,SP,19,1380.56
drinks,3,SP,11,463.27000000000004
drinks,4,RJ,14,3031.3899999999994
drinks,5,SP,26,1143.7200000000003
drinks,6,SP,22,755.98
drinks,7,SP,9,624.4899999999999
drinks,8,SP,21,679.8800000000001
dvds_blu_ray,1,PR,2,29.8
dvds_blu_ray,2,PE,1,14.9
dvds_blu_ray,3,SP,4,1464.7
dvds_blu_ray,4,SP,1,1420.0
dvds_blu_ray,5,RJ,2,49.8
dvds_blu_ray,6,RJ,1,69.99
dvds_blu_ray,7,SP,1,699.0
dvds_blu_ray,8,SP,2,36.8
dvds_blu_ray,9,RJ,1,19.9
dvds_blu_ray,10,RS,1,109.9
dvds_blu_ray,11,MG,1,39.99
dvds_blu_ray,12,MG,1,119.9
dvds_blu_ray,1,SC,1,24.9
dvds_blu_ray,2,RJ,1,24.9
dvds_blu_ray,3,AL,1,24.9
dvds_blu_ray,4,PR,3,74.69999999999999
dvds_blu_ray,5,RJ,3,163.97
dvds_blu_ray,6,SP,5,357.88
dvds_blu_ray,7,SP,1,83.99
dvds_blu_ray,8,SP,1,8.9
electronics,10,SP,2,1306.99
electronics,1,SP,6,389.70000000000005
electronics,2,RJ,7,488.2
electronics,3,RJ,5,878.48
electronics,4,SP,20,1731.99
electronics,5,SP,23,2901.89
electronics,6,SP,14,443.4599999999999
electronics,7,SP,33,2053.0300000000007
electronics,8,RJ,9,870.84
electronics,9,SP,26,1320.79
electronics,10,SP,19,720.5999999999999
electronics,11,SP,74,4877.52
electronics,12,SP,71,3022.54
electronics,1,SP,120,4517.199999999999
electronics,2,SP,103,4722.349999999998
electronics,3,MG,22,3364.7299999999996
electronics,4,SP,77,2884.2900000000022
electronics,5,SP,97,6637.979999999988
electronics,6,SP,73,4089.420000000003
electronics,7,SP,67,3330.5999999999995
electronics,8,SP,44,3380.48
fashio_female_clothing,10,MG,1,54.9
fashio_female_clothing,1,RJ,1,54.9
fashio_female_clothing,2,MG,2,248.9
fashio_female_clothing,3,SP,1,19.9
fashio_female_clothing,4,BA,1,64.9
fashio_female_clothing,5,SP,3,217.60000000000002
fashio_female_clothing,6,PR,2,89.9
fashio_female_clothing,7,SP,3,180.8
fashio_female_clothing,8,SP,2,113.9
fashio_female_clothing,9,SP,1,198.9
fashio_female_clothing,11,SP,2,49.89
fashio_female_clothing,1,SP,3,161.79000000000002
fashio_female_clothing,2,MG,1,29.99
fashio_female_clothing,3,SP,4,119.96
fashio_female_clothing,4,SP,5,174.95000000000002
fashio_female_clothing,8,SP,2,94.98
fashion_bags_accessories,10,SP,3,163.8
fashion_bags_accessories,12,PR,1,10.9
fashion_bags_accessories,1,SP,6,579.58
fashion_bags_accessories,2,SP,15,843.9899999999998
fashion_bags_accessories,3,SP,23,1767.0700000000006
fashion_bags_accessories,4,SP,19,978.05
fashion_bags_accessories,5,SP,47,2239.910000000001
fashion_bags_accessories,6,SP,33,2530.280000000001
fashion_bags_accessories,7,SP,35,1807.2000000000005
fashion_bags_accessories,8,SP,42,2442.38
fashion_bags_accessories,9,SP,46,4768.73
fashion_bags_accessories,10,SP,53,2921.670000000001
fashion_bags_accessories,11,SP,94,5289.579999999997
fashion_bags_accessories,12,SP,55,3142.250000000002
fashion_bags_accessories,1,SP,54,2535.8199999999997
fashion_bags_accessories,2,SP,40,2719.8600000000006
fashion_bags_accessories,3,SP,52,3330.000000000001
fashion_bags_accessories,4,SP,52,3820.3800000000015
fashion_bags_accessories,5,SP,55,6223.119999999999
fashion_bags_accessories,6,SP,37,3109.0600000000004
fashion_bags_accessories,7,SP,36,2182.540000000001
fashion_bags_accessories,8,SP,64,3847.0300000000016
fashion_childrens_clothes,5,RJ,1,110.0
fashion_childrens_clothes,6,SP,1,110.0
fashion_childrens_clothes,8,SC,1,49.9
fashion_childrens_clothes,9,BA,1,89.99
fashion_childrens_clothes,10,SP,1,39.99
fashion_childrens_clothes,3,SC,1,39.99
fashion_childrens_clothes,6,SP,1,89.99
fashion_male_clothing,10,SP,1,24.9
fashion_male_clothing,1,PA,1,126.9
fashion_male_clothing,2,SP,2,259.8
fashion_male_clothing,3,SP,4,351.3
fashion_male_clothing,4,SP,5,199.50000000000003
fashion_male_clothing,5,RS,2,387.1
fashion_male_clothing,6,SP,5,180.1
fashion_male_clothing,7,PR,3,321.9
fashion_male_clothing,8,MG,5,510.78
fashion_male_clothing,9,SP,6,479.4
fashion_male_clothing,10,SP,4,485.19999999999993
fashion_male_clothing,11,SP,8,700.39
fashion_male_clothing,12,BA,1,292.5
fashion_male_clothing,1,MG,2,239.8
fashion_male_clothing,2,SP,1,187.2
fashion_male_clothing,4,ES,1,195.0
fashion_male_clothing,5,PR,1,129.99
fashion_male_clothing,6,SP,5,342.79999999999995
fashion_male_clothing,7,SP,3,114.9
fashion_male_clothing,8,GO,1,198.8
fashion_shoes,10,SP,1,29.99
fashion_shoes,1,SP,1,34.9
fashion_shoes,2,GO,2,69.8
fashion_shoes,3,SP,6,409.19999999999993
fashion_shoes,4,SP,6,403.4
fashion_shoes,5,SP,12,653.4399999999998
fashion_shoes,6,SP,10,846.5999999999999
fashion_shoes,7,SP,8,457.12999999999994
fashion_shoes,8,RJ,9,434.0999999999999
fashion_shoes,9,MG,4,374.6
fashion_shoes,10,SP,5,459.0
fashion_shoes,11,SP,7,551.2
fashion_shoes,12,SP,7,486.1
fashion_shoes,1,SC,3,254.70000000000002
fashion_shoes,2,PE,2,242.8
fashion_shoes,3,SP,4,290.6
fashion_shoes,4,SP,3,298.5
fashion_shoes,5,SP,4,749.5
fashion_shoes,6,SP,3,390.59000000000003
fashion_shoes,7,PE,1,239.9
fashion_shoes,8,AC,1,220.7
fashion_sport,3,RJ,1,39.9
fashion_sport,4,SP,2,99.8
fashion_sport,5,SC,1,49.95
fashion_sport,6,SP,4,430.6
fashion_sport,7,SP,1,69.9
fashion_sport,8,MA,1,205.9
fashion_sport,9,MG,1,225.0
fashion_sport,10,SP,1,59.9
fashion_sport,11,SP,1,59.9
fashion_sport,12,BA,1,59.9
fashion_sport,1,SC,1,59.9
fashion_sport,3,SP,1,89.9
fashion_sport,4,RJ,1,89.9
fashion_sport,8,SP,1,69.9
fashion_underwear_beach,1,DF,1,86.25
fashion_underwear_beach,2,RJ,5,268.98
fashion_underwear_beach,3,SP,4,317.15
fashion_underwear_beach,4,MG,1,62.0
fashion_underwear_beach,5,GO,1,192.0
fashion_underwear_beach,6,GO,1,3.9
fashion_underwear_beach,7,MG,1,155.0
fashion_underwear_beach,8,SP,8,609.3
fashion_underwear_beach,9,SP,6,409.4
fashion_underwear_beach,10,SP,2,137.9
fashion_underwear_beach,11,BA,2,338.0
fashion_underwear_beach,12,SP,6,424.49999999999994
fashion_underwear_beach,1,SP,4,324.7
fashion_underwear_beach,2,SC,2,129.8
fashion_underwear_beach,3,SP,2,119.8
fashion_underwear_beach,4,SP,5,309.49999999999994
fashion_underwear_beach,5,SP,3,149.7
fashion_underwear_beach,6,GO,1,59.9
fashion_underwear_beach,7,SP,1,59.9
fashion_underwear_beach,8,SP,2,219.9
fixed_telephony,10,SP,3,499.88
fixed_telephony,1,SP,11,337.3
fixed_telephony,2,SP,4,206.76000000000002
fixed_telephony,3,BA,4,559.96
fixed_telephony,4,SP,6,2841.5
fixed_telephony,5,GO,1,189.99
fixed_telephony,6,RJ,1,385.26
fixed_telephony,7,SP,2,67.98
fixed_telephony,8,SP,13,1394.76
fixed_telephony,9,RJ,9,13472.99
fixed_telephony,10,TO,1,1380.0
fixed_telephony,11,PA,1,577.99
fixed_telephony,12,AL,1,623.99
fixed_telephony,1,PB,1,1380.0
fixed_telephony,2,BA,2,3300.0
fixed_telephony,3,SP,8,1292.09
fixed_telephony,4,RJ,3,791.0
fixed_telephony,5,SP,13,1268.1
fixed_telephony,6,SP,10,1340.5800000000002
fixed_telephony,7,ES,4,7160.0
fixed_telephony,8,SP,7,1715.2899999999997
flowers,11,SP,2,109.8
flowers,12,ES,1,59.9
flowers,1,PE,2,109.8
flowers,2,SP,3,109.49000000000001
flowers,3,SP,2,59.78
flowers,4,SP,2,116.4
flowers,5,MG,1,16.4
flowers,6,RJ,2,108.0
flowers,7,RS,1,30.0
food,10,SP,1,79.9
food,1,SP,2,42.82
food,2,SP,2,177.4
food,3,SP,8,1074.38
food,4,SP,4,277.99
food,5,SP,2,238.0
food,6,PE,1,149.9
food,7,SP,3,249.27
food,8,PE,2,165.22
food,9,RJ,7,343.27
food,10,SP,10,314.34000000000003
food,11,SP,11,327.63
food,12,SP,8,509.53
food,1,SP,12,506.65
food,2,SP,20,1022.8200000000002
food,3,SP,21,797.38
food,4,SP,24,966.6699999999998
food,5,SP,23,832.3899999999998
food,6,SP,16,876.3899999999999
food,7,SP,29,1510.9900000000007
food,8,SP,82,5262.829999999998
food_drink,3,SP,4,90.9
food_drink,4,SP,3,47.9
food_drink,5,SP,9,160.4
food_drink,6,RJ,1,37.5
food_drink,7,SP,4,88.80000000000001
food_drink,8,SP,7,208.06
food_drink,9,RJ,5,180.46000000000004
food_drink,10,SP,5,914.24
food_drink,11,SP,14,701.59
food_drink,12,SP,10,427.00000000000006
food_drink,1,SP,2,102.4
food_drink,2,SP,18,769.5999999999999
food_drink,3,MG,6,828.37
food_drink,4,SP,10,279.01
food_drink,5,SP,11,755.45
food_drink,6,RJ,4,117.92
food_drink,7,SP,10,358.9
food_drink,8,SP,15,796.6800000000001
furniture_bedroom,1,PR,7,63.3
furniture_bedroom,2,MG,1,450.0
furniture_bedroom,4,PR,2,229.98
furniture_bedroom,5,SP,6,1896.99
furniture_bedroom,6,RJ,1,219.0
furniture_bedroom,7,SP,2,739.0
furniture_bedroom,8,SP,2,389.0
furniture_bedroom,9,MT,2,469.8
furniture_bedroom,10,DF,1,510.0
furniture_bedroom,11,MG,1,510.0
furniture_bedroom,12,RJ,1,185.0
furniture_bedroom,1,SP,4,729.8
furniture_bedroom,2,SP,3,464.79999999999995
furniture_bedroom,3,SP,4,683.8
furniture_bedroom,4,RJ,3,675.0
furniture_bedroom,5,MG,1,650.0
furniture_bedroom,6,SP,5,755.99
furniture_bedroom,7,SP,6,868.9
furniture_bedroom,8,SP,10,1849.0
furniture_decor,9,RR,2,72.89
furniture_decor,10,SP,24,1867.4100000000005
furniture_decor,1,SP,91,6028.499999999998
furniture_decor,2,SP,118,9440.279999999982
furniture_decor,3,SP,131,8350.77999999999
furniture_decor,4,SP,72,7931.939999999991
furniture_decor,5,SP,117,11414.619999999984
furniture_decor,6,SP,113,8107.39999999999
furniture_decor,7,SP,145,10530.949999999986
furniture_decor,8,SP,190,14783.439999999977
furniture_decor,9,SP,125,8589.459999999988
furniture_decor,10,SP,133,9775.209999999985
furniture_decor,11,SP,339,26182.040000000117
furniture_decor,12,SP,203,14794.369999999966
furniture_decor,1,SP,274,23707.620000000083
furniture_decor,2,SP,178,14022.689999999975
furniture_decor,3,SP,216,19238.62999999999
furniture_decor,4,SP,246,19889.28
furniture_decor,5,SP,251,21165.88000000002
furniture_decor,6,SP,175,16997.889999999985
furniture_decor,7,SP,188,17486.769999999986
furniture_decor,8,SP,202,16402.859999999968
furniture_living_room,1,RJ,5,519.9499999999999
furniture_living_room,2,RJ,8,913.92
furniture_living_room,3,MG,8,1153.75
furniture_living_room,4,RJ,4,1062.77
furniture_living_room,5,SP,14,2094.58
furniture_living_room,6,SP,8,823.64
furniture_living_room,7,SP,9,1466.7600000000002
furniture_living_room,8,SP,10,938.8399999999999
